tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2021-0416,Rome Masters,Clay,64,M,20210510,270,104745,2,,Rafael Nadal,L,185,ESP,34.93497604,206173,,,Jannik Sinner,R,188,ITA,19.73169062,7-5 6-4,3,R32,130,0,1,61,30,21,17,11,1,4,1,2,78,42,25,16,11,10,15,3,9630,18,2545
2021-0416,Rome Masters,Clay,64,M,20210510,286,104745,2,,Rafael Nadal,L,185,ESP,34.93497604,133430,13,,Denis Shapovalov,L,185,CAN,22.0698152,3-6 6-4 7-6(3),3,R16,207,2,2,119,82,53,17,16,5,10,12,5,114,66,45,20,15,10,14,3,9630,14,2855
2021-0416,Rome Masters,Clay,64,M,20210510,294,104745,2,,Rafael Nadal,L,185,ESP,34.93497604,100644,6,,Alexander Zverev,R,198,GER,24.05475702,6-3 6-4,3,QF,119,1,0,69,50,29,15,10,9,10,6,3,64,44,28,8,9,3,6,3,9630,6,6945
2021-0416,Rome Masters,Clay,64,M,20210510,298,104745,2,,Rafael Nadal,L,185,ESP,34.93497604,124187,,,Reilly Opelka,R,211,USA,23.69883641,6-4 6-4,3,SF,92,5,1,57,43,36,8,10,4,4,11,1,61,32,27,15,10,5,7,3,9630,47,1382
2021-0416,Rome Masters,Clay,64,M,20210510,300,104745,2,,Rafael Nadal,L,185,ESP,34.93497604,104925,1,,Novak Djokovic,R,188,SRB,33.96851472,7-5 1-6 6-3,3,F,169,3,1,96,72,47,11,14,5,8,5,4,95,63,41,15,14,3,6,3,9630,1,11463
2021-0425,Barcelona,Clay,64,A,20210419,285,104745,1,,Rafael Nadal,L,185,ESP,34.87748118,125802,,Q,Ilya Ivashka,R,193,BLR,27.14852841,3-6 6-2 6-4,3,R32,139,1,2,81,50,40,16,14,1,3,6,1,80,52,36,13,13,3,6,3,9490,111,713
2021-0425,Barcelona,Clay,64,A,20210419,293,104745,1,,Rafael Nadal,L,185,ESP,34.87748118,105453,,,Kei Nishikori,R,178,JPN,31.3045859,6-0 2-6 6-2,3,R16,139,2,3,82,49,32,17,11,11,13,2,1,79,49,27,14,11,6,11,3,9490,39,1543
2021-0425,Barcelona,Clay,64,A,20210419,297,104745,1,,Rafael Nadal,L,185,ESP,34.87748118,111815,,,Cameron Norrie,L,188,GBR,25.65639973,6-1 6-4,3,QF,94,4,2,57,34,24,13,9,2,3,0,5,55,28,16,11,8,4,8,3,9490,58,1130
2021-0425,Barcelona,Clay,64,A,20210419,299,104745,1,,Rafael Nadal,L,185,ESP,34.87748118,105807,6,,Pablo Carreno Busta,R,188,ESP,29.77138946,6-3 6-2,3,SF,89,3,3,56,35,27,11,9,3,4,4,1,53,44,24,3,8,6,10,3,9490,13,2880
2021-0425,Barcelona,Clay,64,A,20210419,300,104745,1,,Rafael Nadal,L,185,ESP,34.87748118,126774,2,,Stefanos Tsitsipas,R,193,GRE,22.68583162,6-4 6-7(6) 7-5,3,F,218,2,5,122,78,54,24,17,11,13,5,3,120,74,55,20,17,8,12,3,9490,5,7860
2021-1536,Madrid Masters,Clay,64,M,20210503,285,104745,1,,Rafael Nadal,L,185,ESP,34.91581109,207989,,WC,Carlos Alcaraz,R,185,ESP,17.99589322,6-1 6-2,3,R32,77,1,3,45,26,21,11,8,2,3,0,3,38,22,9,5,7,2,7,2,9810,120,654
2021-1536,Madrid Masters,Clay,64,M,20210503,293,104745,1,,Rafael Nadal,L,185,ESP,34.91581109,200615,,Q,Alexei Popyrin,R,196,AUS,21.74401095,6-3 6-3,3,R16,79,1,0,55,35,25,12,9,5,6,8,4,47,24,20,7,9,2,6,2,9810,76,949
2021-520,Roland Garros,Clay,128,G,20210531,116,104745,3,,Rafael Nadal,L,185,ESP,34.99247091,200615,,,Alexei Popyrin,R,196,AUS,21.82067077,6-3 6-2 7-6(3),5,R128,143,7,5,93,59,48,19,15,3,4,8,5,89,51,40,17,14,7,11,3,9630,63,1052
2021-520,Roland Garros,Clay,128,G,20210531,172,104745,3,,Rafael Nadal,L,185,ESP,34.99247091,104755,,,Richard Gasquet,R,185,FRA,34.95140315,6-0 7-5 6-2,5,R64,134,3,3,77,45,38,15,13,3,4,2,5,91,47,33,12,13,9,16,3,9630,53,1213
2021-520,Roland Garros,Clay,128,G,20210531,200,104745,3,,Rafael Nadal,L,185,ESP,34.99247091,111815,,,Cameron Norrie,L,188,GBR,25.77138946,6-3 6-3 6-3,5,R32,127,3,2,76,47,37,16,14,1,3,2,1,81,48,27,15,13,6,12,3,9630,45,1430
2021-520,Roland Garros,Clay,128,G,20210531,214,104745,3,,Rafael Nadal,L,185,ESP,34.99247091,206173,18,,Jannik Sinner,R,188,ITA,19.78918549,7-5 6-3 6-0,5,R16,137,4,7,83,48,39,15,14,3,7,0,4,76,50,21,10,13,5,14,3,9630,19,2500
2021-520,Roland Garros,Clay,128,G,20210531,221,104745,3,,Rafael Nadal,L,185,ESP,34.99247091,106043,10,,Diego Schwartzman,R,170,ARG,28.78850103,6-3 4-6 6-4 6-0,5,QF,165,6,3,91,60,44,21,18,1,4,3,3,94,59,35,16,17,7,14,3,9630,10,3465
2021-0410,Monte Carlo Masters,Clay,64,M,20210412,295,126094,6,,Andrey Rublev,R,188,RUS,23.4770705,104745,3,,Rafael Nadal,L,185,ESP,34.85831622,6-2 4-6 6-2,3,QF,152,2,2,98,60,39,16,13,8,12,1,7,88,52,29,15,13,8,15,8,5400,3,9670
2021-1536,Madrid Masters,Clay,64,M,20210503,297,100644,5,,Alexander Zverev,R,198,GER,24.03559206,104745,1,,Rafael Nadal,L,185,ESP,34.91581109,6-4 6-4,3,QF,104,4,5,55,34,28,9,10,1,2,0,3,66,42,26,12,10,3,6,6,6125,2,9810
2021-520,Roland Garros,Clay,128,G,20210531,224,104925,1,,Novak Djokovic,R,188,SRB,34.02600958,104745,3,,Rafael Nadal,L,185,ESP,34.99247091,3-6 6-3 7-6(4) 6-2,5,SF,251,6,3,133,85,55,24,19,10,16,6,8,133,86,51,19,19,14,22,1,11313,3,9630
